id_as400;enseigne;raison_sociale;adresse1;adresse2;adresse3;code_postal;code_postal_2;ville;langue;pays;devise;siret;forme_entreprise;contact_1;contact_2;contact_3;tel1;tel2;id_commercial_1;id_commercial_2;statut_commande_par;statut_livre;statut_facture
51110002;ITM 11 NARBONNE;STEPHARO ITM 11 NARBONNE;RUE DU MARECHAL JUIN;;11307;11100;;NARBONNE;F;FR;EUR;3,38702E+13;SA;;;;;;165;***;O;O;O
51112001;ITM 11 ST MARCEL SUR AUDE;KATEV ITM 11 ST MARCEL S/AUDE;ROUTE DE ST PONS;;11185;11120;;ST MARCEL SUR AUDE;F;FR;EUR;;SA;;;;;;165;***;O;N;N
51112002;ITM 11 ARGELIERS;ARDENTY ITM 11 ARGELIERS;2 ZONE ARTISANALE LA GUARRIGUE;;8226;11120;;ARGELIERS;F;FR;EUR;8,28607E+13;SA;PAYA ANNIE (PDG);;;;;165;***;N;O;N
51113001;ITM 11 SIGEAN;ALEXANIE ITM 11 ST MARCEL S/AU;Z.I. LE PEYROU;;11238;11120;;ST MARCEL SUR AUDE;F;FR;EUR;;SA;;;;;;165;***;O;N;N
51117001;ITM 11 ALZONNE;NECY ITM 11 ALZONNE;ROUTE DE TOULOUSE;RD 6113;7516;11170;;ALZONNE;F;FR;EUR;;SA;;;;;;165;***;O;O;O
51120001;ITM 11 LEZIGNAN LES CORBIERES;SELMUR ITM 11 LEZIGNAN;RUE DE L ESTAGNOL;;11567;11200;;LEZIGNAN LES CORBIERES;F;FR;EUR;;SA;;;;;;165;***;O;O;O
51126001;ITM 11 ESPERAZA;ESPE ITM 11 ESPERAZA;ROUTE DE QUILLANZ.I. LE PEYROU;;11145;11260;;ESPERAZA;F;FR;EUR;;SA;;;;;;165;***;O;N;N
51129001;ITM 11 MONTREAL;REGAIN ITM;ZI LES GISCARRELS;;2491;11290;;MONTREAL;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51130001;NETTO 11 LIMOUX;OREADE NETTO;ROUTE DE CARCASSONNE;;11237;11300;;LIMOUX;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51140001;NETTO 11 CASTELNAUDARY;DAMCY NETTO;AVENUE DES PYRENEES;;55046;11400;;CASTELNAUDARY;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51143001;ITM 11 GRUISSAN;MAGANE ITM 11 GRUISSAN;AVENUE DES BAINS;;6551;11430;;GRUISSAN;F;FR;EUR;;SA;;;;;;165;***;O;N;N
51170001;ITM 11 LA REDORTE;PRIMA ITM 11 LA REDORTE;AVENUE DU MINERVOIS;;50157;11700;;LA REDORTE;F;FR;EUR;;SA;;;;;;165;***;O;N;N
51180001;ITM 11 TREBES;ZEPHIR ITM 1 TREBES;BOULEVARD DU MINERVOIS;RN206;2385;11800;;TREBES;F;FR;EUR;;SA;;;;;;165;***;O;N;N
51200001;ITM 12 RODEZ;JANELI ITM 12 RODEZ;AVENUE DE BAMBERG;;11233;12000;;RODEZ;F;FR;EUR;;SA;;;;;;157;***;O;O;O
51200003;ITM 12 RODEZ;PERCY ITM;QUARTIER SAINT CYRICE;;6619;12000;;RODEZ;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51200004;ITM 12 RODEZ;JANELI ITM 12 RODEZ;AVENUE DE BAMBERG;;7433;12000;;RODEZ;F;FR;EUR;;SA;;;;;;157;***;O;O;O
51211001;ITM 12 VIVIEZ;VAMIEUX ITM 12 VIVIEZ;RN662 AVENUE PAUL LAFARGUE;;11239;12110;;VIVIEZ;F;FR;EUR;;SA;;;;;;157;***;O;N;N
51211002;ITM 12 CRANSAC;EVEN ITM 12 CRANSAC;ZA DE CAYRONIE;AVENUE DU 19 MARS 1962;9625;12110;;CRANSAC;F;FR;EUR;5,14653E+13;SAS;MR REMY LAILLE;;;05 65 63 10 18;05 65 63 15 02;157;***;O;O;O
51213001;ITM 12 ST GENIEZ D'OLT;ERITHES ITM 12 ST GENIEZ;AVENUE D'ESPALION;;11250;12130;;ST GENIEZ D'OLT;F;FR;EUR;;SA;;;;;;165;***;O;N;N
51215001;ITM 12 SEVERAC LE CHATEAU;NABRIJAC ITM 12 SEVERAC;AVENUE MARIE CURIE;;11249;12150;;SEVERAC LE CHATEAU;F;FR;EUR;;SA;;;;;;165;***;O;N;N
51215002;NETTO 12 SEVERAC LE CHATEAU;SIXTELLE NETTO;AVENUE CHARLES DE GAULE;;4000;12150;;SEVERAC LE CHATEAU;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51220001;ITM 12 VILLEFRANCHE ROUERGUE;ODALE ITM 12 VILLEFRANCHE;125 AVENUE DU QUERCY;;11137;12200;;VILLEFRANCHEDE ROUERGUE;F;FR;EUR;;SA;MR HILLOTTE (ACHAT);MME HILLOTTE (RAYON);MME HILLOTTE (RECEPTION);05.65.46.39.91;;157;***;O;O;O
51220002;NETTO 12 VILLEFRANCH ROUERGUE;GUILLEM;LIEU DIT BERNUSSOU;ROUTE DE MONTAUBAN;3071;12200;;VILLEFRANCH ROUERGUE;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51224001;ITM 12 RIEUPEYROUX;DIGIT ITM 12 RIEUPEYROUX;ROUTE DE RODEZ;;50309;12240;;RIEUPEYROUX;F;FR;EUR;;SA;MME LAPEYRE;;;;;157;***;O;O;O
51227001;ITM 12 LA FOUILLADE;ETCHESAR ITM 12 LA FOUILLADE;ZA LE LAC;;6768;12270;;LA FOUILLADE;F;FR;EUR;;SA;;;;;;157;***;O;N;N
51229001;ITM 12 PONT DE SALARS;CECALEX ITM;ROUTE DE RODEZ;;50227;12290;;PONT DE SALARS;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51230001;ITM 12 FLAGNAC;CARTILOU ITM 12 FLAGNAC;RD 963 LIEU DIT LA PLANQUE;;6581;12300;;FLAGNAC;F;FR;EUR;;SA;;;;;;157;***;O;N;N
51231001;ITM 12 LAISSAC;CASSAIL ITM 12 LAISSAC;LE FOIRAIL;;3384;12310;;LAISSAC;F;FR;EUR;;SA;;;;;;157;***;O;N;N
51233001;ITM 12 MARCILLAC VALLON;JADICAL ITM 12 MARCILLAC VALLO;ZA LES PARADES;ROUTE DE RODEZ D901;50267;12330;;MARCILLAC VALLON;F;FR;EUR;;SA;;;;;;157;***;O;O;O
51233002;ITM 12 MARCILLAC VALLON;JADICAL ITM  !!SUPPRIME!!;LES PARADES;;50267;12330;;MARCILLAC VALLON;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51233003;NETTO 12 ST CHRISTOPHE VALLON;VACATE NETTO 12 ST CHRISTOPHE;ZA VALLON LES BOLTES;;6025;12330;;ST CHRISTOPHE VALLON;F;FR;EUR;;SA;;;;;;157;***;O;O;O
51234001;ITM 12 BOZOULS;SOBAF ITM 12 BOZOULS;741 ROUTE DE RODEZ;;5100;12340;;BOZOULS;F;FR;EUR;;SA;;;;;;157;***;O;O;O
51240001;ITM 12 VABRES L'ABBAYE;JOSAMA ITM 12 VABRES L'ABBAYE;ZONE DU BOURGUET;;11258;12400;;VABRES L'ABBAYE;F;FR;EUR;;SA;;;;;;165;***;O;O;O
51240002;NETTO 12 ST AFRIQUE;NOJAMA NETTO;29 BD DE LA REPUBLIQUE;;50372;12400;;ST AFRIQUE;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51250001;NETTO 12 ST COME D'OLT;TWEEN NETTO;ROUTE D'ESPALION;;5801;12500;;ST COME D'OLT;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51280001;ITM 12 NAUCELLE;GRICES ITM 12 NAUCELLE;PLACE FREDERIC MISTRAL;;50248;12800;;NAUCELLE;F;FR;EUR;;SA;MR BUT;;;;;157;***;O;O;O
5128001;NETTO 01 PREVESSINS MOENS;CORINEVA NETTO;LIEU DIT PRPS DE PLANCHE;;4757;1280;;PREVESSINS MOENS;F;FR;EUR;;SA;;;;;;***;***;O;O;O
51300601;ITM 13 MARSEILLE RUE PARADIS;BOUCAIR ITM  13 MARSEILLE;150 RUE DE PARADIS;;6963;13006;;MARSEILLE;F;FR;EUR;;SA;MELLE MANARA;;;;;113;***;O;O;O
513010;ITM 13 MARSEILLE--SUPPRIMER;SAFREM ITM --SUPPRIMER;119 BOULEVARD DE SAINT LOUP;;12104;13010;;MARSEILLE;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51301001;ITM 13 MARSEILLE*****;**** NE PLUS UTILISER;119 BOULEVARD DE SAINT LOUP;*** NE PLUS UTILISER;7943;13010;;MARSEILLE;F;FR;EUR;;SA;;;04 91 90 07 77;04 96 17 11 52;;***;***;O;O;O
51301002;ITM 13 MARSEILLE BD ST LOUP;SAINTMAR ITM 13 MARSEILLE;119 BOULEVARD DE SAINT LOUP;;7943;13010;;MARSEILLE;F;FR;EUR;;SA;MME MELIS;;;;;113;***;O;O;O
51301101;ITM 13 MARSEILLE CARTONNERIE;LUTRY ITM 13 MARSEILLE;15 BLD DE LA CARTONNERIE;;7526;13011;;MARSEILLE;F;FR;EUR;521710099;SAS;MME LABEY;;;06.24.24.54.70;;113;***;O;O;O
51301102;ITM 13 MARSEILLE CAMOINS;HYOTH ITM 13 MARSEILLE CAMIONS;72 ROUTE D'ALLAUCH;;8024;13011;;MARSEILLE;F;FR;EUR;521710099;SAS;MME ANEZIN;;;;;113;***;O;O;O
51301401;NETTO 13 MARSEILLE;CRITIERO NETTO;191 CHEMIN DE GIBBES;;4349;13014;;MARSEILLE;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51301601;ITM 13 MARSEILLE LITTORAL;MARLIT ITM 13 MARSEILLE;472 CHEMIN DU LITTORAL;MOUREPIANE;6911;13016;;MARSEILLE;F;FR;EUR;;SA;MONSIEUR MARRAS;;;04 96 16 12 70;04 96 16 12 72;113;***;O;O;O
51310001;ITM 13 AIX EN PROVENCE;JEDOMIEU  ITM 13 AIX EN PROVEN;AVENUE JEAN ET MARCEL;FONTENAILLE;12157;13100;;AIX EN PROVENCE;F;FR;EUR;;SA;MME MENDES;;;442215043;442215030;179;***;O;O;O
51310002;ITM 13 AIX EN PROVENCE;DEVAIX ITM 13 AIX EN PROVENCE;724 AVENUE DU CLUB HIPPIQUE;CENTRE CIAL ENSOLEILLE;7662;13090;;AIX EN PROVENCE;F;FR;EUR;;SA;MME DEVOS / CHRISTELLE;;;616757862;667112782;179;***;O;O;O
51310003;ITM 13 AIX EN PROVENCE HIPPIQU;HENFORT ITM 13 AIX EN PROVENCE;724 AVENUE DU CLUB HIPPIQUE;CENTRE CIAL;8216;13090;;AIX EN PROVENCE;F;FR;EUR;8,41073E+13;SA;MME DEVOS / CHRISTELLE;;;616757862;667112782;179;***;O;O;O
51311001;NETTO 13 PORT DE BOUC;SOVALO NETTO;49 AVENUE MAURICE THOREZ;;4590;13110;;PORT DE BOUC;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51311201;ITM 13 LA DESTROUSSE;AUDLINE ITM 13 LA DESTROUSSE;CHEMIN DES MATELOTS;;12165;13112;;LA DESTROUSSE;F;FR;EUR;;SA;ALAIN GREZELEAU;;;442623030;;113;***;O;O;O
51312001;ITM 13 MIMET;MARJAC ITM 13 MIMET;LIEU DIT LES FABRES;;12130;13105;;MIMET;F;FR;EUR;3,8753E+13;SA;MR BOITEUX;MR BROCAIN;;442513798;442513904;179;***;O;O;O
51312002;ITM 13 GARDANNE;YOCAM ITM 13 GARDANNE;CD 6 ROUTE DE MARSEILLE;;12148;13120;;GARDANNE;F;FR;EUR;;SA;;;;;;179;***;O;N;N
51312201;ITM 13 VENTABREN;SOFIANE ITM 13 VENTABRE;QUARTIER SAINT LOUIS;;12108;13122;;VENTABREN;F;FR;EUR;3,32537E+13;SA;MR DAVID;;;04 42 28 80 61;04 42 28 77 28;113;***;O;O;O
51312701;ITM 13 VITROLLES;SOVICAR ITM 13 VITROLLES;CENTRE URBAIN;;12107;13127;;VITROLLES;F;FR;EUR;3,43799E+13;SA;;;;04 42 77 49 99;04 42 77 49 93;113;***;O;O;O
51314001;NETTO 13 MIRAMAS;EPILOBE NETTO;BOULEVARD THEODORE AUBANEL;;55201;13140;;MIRAMAS;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51315001;ITM 13 TARASCON;ITAM ITM 13 TARASCON;ZAC DU ROUBIAN;CHEMIN DEPT 81C;12193;13150;;TARASCON;F;FR;EUR;;SA;MR CHANTEPIE;;;;;147;***;O;O;O
5131501;ITM 13 TARASCON;ITAM ITM ''SUPPRIME'';ZAC DU ROUBIAN;CHEMIN DEPT 81C;12193;13150;;TARASCON;F;FR;EUR;;SA;MR CHANTEPIE;;;;;45;***;O;O;O
51317001;NETTO 13 LES PENNES MIRABEAU;ELARTO NETTO;ZAC PLAN DE CAMPAGNE;CH PENNES AUX PINS;5080;13170;;LES PENNES MIRABEAU;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51317002;ITM13 LES PENNES MIRABEAU;CLOVAJE ITM 13  LES PENNES MIR;AV DU MAL DE LATTRE TASSIGNY;;7525;13170;;LES PENNES MIRABEAU;F;FR;EUR;;SA;;;;;;113;***;O;O;O
51320001;ITM 13 ARLES TRINQUETAILLE;SAVER ITM 13 ARLES TRINQUETAIL;1RUE DE LA VERRERIE;QUARTIER TRINQUETAILLE;12419;13200;;ARLES;F;FR;EUR;3,15461E+13;SA;;;;04 90 18 83 83;04 90 18 83 80;147;***;O;O;O
51320002;ITM 13 ARLES FOURCHON;ARDEX ITM 13 ARLES FOURCHON;ZAC  FOURCHON;;12693;13200;;ARLES;F;FR;EUR;3,2685E+13;SA;MME PLATET/ GREGORY;;;490183200;490937294;147;***;O;O;O
51321001;ITM 13 ST REMY DE PROVENCE;SADIC ITM 13 ST REMY DE PROVEN;ZAC DE LA GARE;;12499;13210;;ST REMY DE PROVENCE;F;FR;EUR;;SA;;;;;;147;***;O;O;O
51323001;ITM 13 PORT SAINT LOUIS;CLAUGINIE ITM;RUE DE LA REPUBLIQUE;;12110;13230;;PORT SAINT LOUIS;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51323002;NETTO 13  PORT ST LS DU RHONE;GIMA NETTO;107 AVENUE DU PORT;;5733;13230;;PORT ST LS DU RHONE;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51324001;ITM 13 SEPTEMES LES VALLONS;SOCEPA ITM 13 SEPTEMES LES VAL;VALLON DE LA ROUGIERE 32RN8;;12112;13240;;SEPTEMES LES VALLONS;F;FR;EUR;;SA;;;;;;113;***;O;O;O
51330001;ITM 13 SALON DE PROVENCE;JALAR ITM 13 SALON DE PROVENCE;BOULEVARD DE LA REINE JEANNE;;12116;13300;;SALON DE PROVENCE;F;FR;EUR;;SA;AMANDINE ACCOURT;;;04.90.42.00.19;;179;***;O;O;O
51331001;ITM 13 ST MARTIN DE CRAU;FRACY ITM 13 ST MARTIN DE CRAU;ZAC DU CABRAU;15 RUE DE LA TRANSHUMANCE;12125;13310;;ST MARTIN DE CRAU;F;FR;EUR;;SA;MME PIERR;AMELIE;;04 90 47 04;04 90 47 02 88;147;***;O;O;O
51337001;ITM 13 MALLEMORT;SOGEMAR ITM 13 MALEMORT;AVENUE DE CRAPONNE;QUARTIER LA VERDIERE;12124;13370;;MALLEMORT;F;FR;EUR;;SA;;;;;;179;***;O;O;O
51337002;NETTO 13 MALLEMORT;PROLUB NETTO;AVENUE DE CRAPONNE;LA FERRAGE;4804;13370;;MALLEMORT;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51341001;ECO 13 LAMBESC;MELDYVA ECO;3 ROUTE D'AIX;;2292;13410;;LAMBESC;F;FR;EUR;;SA;;;;;;179;***;O;N;N
51343001;ITM 13 EYGUIERES;CORAND ITM 13 EYGUIERES;Z.A LES PALUDS;LE CHEMIN ROUDIERSS;12168;13430;;EYGUIERES;F;FR;EUR;;SA;ME CHINEAU;;;04.90.59.88.11;;179;***;O;O;O
51345000;ITM ALIMENTAIRE INTERNATIONAL;ITM ALIMENTAIRE INTERNATIONAL;ETB BASE DE GRANS;ZONE  ARTISANALE CLE SUD;;13450;;GRANS;F;FR;EUR;;SAS;;;;;;3;***;O;O;N
51345001;NETTO 13 FUVEAU;SIKA NETTO;395 RD 96 - LE JAS DE BASSAS;;6937;13450;;FUVEAU;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51346001;ITM 13 ST MARIE DE LA MER;CHARANJE ITM;4 ROUTE DE CACHAREL;;2526;13460;;ST MARIE DE LA MER;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51347001;ITM 13 CARNOUX EN PROVENCE;CEGE ITM 13 CARNOUX EN PROVENC;AVENUE LAVOISIER;;12889;13470;;CARNOUX EN PROVENCE;F;FR;EUR;;SA;;;;;;113;***;O;N;N
51357001;ITM 13 BARBENTANE;BARBEN ITM;Z.A  ROUTE D'AVIGNON;;50340;13570;;BARBENTANE;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51366001;ITM 13 ORGON;CYMADIS ITM 13 ORGON;LES PORTES DE BEAUREGARD;AVENUE DE LA VICTOIRE;7499;13660;;ORGON;F;FR;EUR;;SA;;;;;;179;***;O;O;O
51368001;ITM 13 LANCON DE PROVENCE;VINCEN ITM 13 LANCON DE PROVEN;RUE ABBE FRANCOIS DUREAU;;5686;13570;;LANCON DE PROVENCE;F;FR;EUR;;SA;;;;;;179;***;O;N;N
51377001;ITM 13 VENELLES;DELVIL 13 ITM VENELLES;13 ALLEE DU VERDON;LES LOGISSONS;12106;13770;;VENELLES;F;FR;EUR;;SA;MME FORTE;;;04 42 54 99 00;04 42 54 61 12;179;***;O;O;O
51382001;ITM 13 ENSUE LA REDONNE;MUMIEL ITM 13 ENSUE LE REDONNE;31 AVENUE DE LA COTE BLEUE;C. CIAL. LES 13 SAOUQUES;2227;13820;;ENSUE LA REDONNE;F;FR;EUR;;SA;;;;;;113;***;O;N;N
51385001;ITM 13 GREASQUE;ARLIA ITM 13 GREASQUE;LOTIS Z.A DES PRADEAUX;;12129;13850;;GREASQUE;F;FR;EUR;;SA;MR ALEXI;;;04 42 12 60 90;04 42 12 60 91;179;***;O;O;O
51388001;ITM 13 VELAUX;LIJAK ITM 13 VELAUX;LIEU DIT LE PARTERRE;;1563;13880;;VELAUX;F;FR;EUR;;SA;;;;;;179;***;O;N;N
51399001;ITM 13 FONTVIEILLE;DAUDET ITM 13 FONTVIEILLE;14 COURS APHONSE DAUDET;;50252;13990;;FONTVIEILLE;F;FR;EUR;;SA;;;;;;147;***;O;N;N
51400001;ITM 14 CAEN;CADONUM ITM 14 CAEN;69 AV. GUYNEMER;;4856;14000;;CAEN;F;FR;EUR;;SA;;;;;;173;***;O;O;O
51400002;ITM 14 CAEN;DAUPHIN ITM;54 AV. DE TOURVILLE;;5823;14000;;CAEN;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51400003;NETTO 14 CAEN;GUYNEMER NETTO;24 BD GUYNEMER;;55142;14000;;CAEN;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51410001;ITM 14 LISIEUX;COTILAS ITM 14 LISIEUX;AV. GEORGES POMPIDOU;;1248;14100;;LISIEUX;F;FR;EUR;;SA;MR MAUGER;;;02.31.48.58.28;02.31.31.17.85;173;***;O;O;O
51411001;ITM 14 CONDE/NOIREAU;DU NOIREAU 14  ITM CONDE;PARC COMMERCIAL RUE ST JACQUES;RUE LUCIEN DELILLE;4725;14110;;CONDE/NOIREAU;F;FR;EUR;;SAS;YOHANN;;;02 31 69 36 11;02 31 69 34 97;173;***;O;O;O
51411101;ITM 14 LOUVIGNY;LESCONI ITM 14 LOUVIGNY;ZAC LES LONGS COURS;;4698;14111;;LOUVIGNY;F;FR;EUR;;SA;;;;02 31 29 55 60;;173;***;O;O;O
51413001;ITM 14 PONT L'EVEQUE;STECILE ITM 14 PONT L'EVEQUE;ROUTE DE ROUEN;;5858;14130;;PONT L'EVEQUE;F;FR;EUR;4,93515E+13;SA;MELLE MATHIEU;;;;;173;***;O;O;O
51413002;NETTO 14 PONT L'EVEQUE;SEVILA NETTO;ROUTE D'HONFLEUR;;55111;14130;;PONT L'EVEQUE;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51414001;ITM 14 LIVAROT;JEANMI ITM 14 LIVAROT;ROUTE DE LISIEUX;;4188;14140;;LIVAROT;F;FR;EUR;;SA;;;;;;173;***;O;N;N
51417401;NETTO 14 CONDE SUR NOIREAU;BECOCY NETTO;ROUTE DE VIRE;;55170;14174;;CONDE SUR NOIREAU;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51421001;ITM 14 EVRECY;CEJEAN ITM 14 EVRECY;ZA DE LA CROIX BOUCHER;;50250;14210;;EVRECY;F;FR;EUR;;SA;MME GLASSON;;;02.31.71.13.30;;173;***;O;O;O
51424001;ITM 14 CAUMONT L'EVENTE;AQUILON ITM 14 CAUMONT;ROUTE DE TORIGNI;;4084;14240;;CAUMONT L'EVENTE;F;FR;EUR;4,38842E+13;SA;MR GLASSON (ACHATS);NATACHA (RAYON);;231254530;231254535;173;***;O;O;O
51426001;ECO 14 AUNAY SUR ODON;CATJEAN ECO ''NE PAS UTILISER';ROUTE DE VILLIERS BOCAGE;;;14260;;CAUMONT L'EVENTE;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51437001;ITM 14 ARGENCES;STEDEL ITM 14 ARGENCES;RUE DE LA GARE;;4492;14370;;ARGENCES;F;FR;EUR;339257297;SA;MR COLLEVILLE;MME BERNADETTE;;02 31 23 95 36;;173;***;O;O;O
51440001;ITM 14 ST VIGOR LE GRAND;CACOBENE ITM  14 ST VIGOR;ROUTE D'ESQUAY SUR SEULLES;;4709;14400;;ST VIGOR LE GRAND;F;FR;EUR;;SA;;;;;;173;***;O;N;N
51440002;ITM 14 ST VIGOR LE GRAND;PATHYVELLE ITM 14 ST VIGOR;ROUTE D'ESQUAY SUR SEULLES;;9424;14400;;SAINT VIGOR LE GRAND;F;FR;EUR;8,8289E+13;SA;ACHATS MR ET MME DALIFARD;;;231922603;;173;***;O;O;O
51450001;ITM 14 VIRE;BURANO ITM 14 VIRE;AV. DE BISCHWILLER;;2275;14500;;VIRE;F;FR;EUR;4,1306E+13;SA;MME PLE;MARYLINE;;02 31 66 11 00;02 31 68 97 82;173;***;O;O;O
51460001;ITM 14 EQUEMAUVILLE;CARPEDIEM ITM 14 EQUEMAUVILLE;ROUTE DE TROUVILLE;LA BRIQUERIE;3588;14600;;EQUEMAUVILLE;F;FR;EUR;4,32219E+13;SA;MME FLANBARD;GUILLAUME;;02 31 14 48 00;;173;***;O;O;O
51499001;ITM 14 BERNIERES S/MER;LODA ITM 14 BERNERES / MER;RUE DU DEBARQUEMENT;;4364;14990;;BERNIERES S/MER;F;FR;EUR;;SA;;;;;;173;***;O;N;N
51500001;ITM 15 AURILLAC;EEELPA ITM 15 AURILLAC;AV. DU GENERAL LECLERC;;11124;15000;;AURILLAC;F;FR;EUR;;SA;;;;;;157;***;O;N;N
51500002;NETTO 15 AURILLAC;MALOUBEL NETTO 15 AURILLAC;144 AVENUE CHARLES DE GAULES;;55241;15000;;AURILLAC;F;FR;EUR;;SA;;;;;;157;***;O;N;N
51510001;ITM 15 ST FLOUR;HTE AUVERGNE DIST. ITM 15 ST F;AV. LEON BELARD;;11123;15100;;ST FLOUR;F;FR;EUR;;SA;;;;;;145;***;O;N;N
51510002;NETTO 15 ST FLOUR;FORTLIBRE NETTO;ROUTE D'AURILLAC ZI MONTPLAIN;;1645;15100;;ST FLOUR;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51519001;RELAI (ITM) 15 MARCENAT;HTE AUVERGNE DIST. RELAY MARCE;GRAND RUE;;11123;15190;;MARCENAT;F;FR;EUR;;SA;;;;04.71.78.80.96;;145;***;O;N;N
51520001;ITM 15 MAURIAC;LA MISOTIERE ITM 15 MAURIAC;AV. DE LA GARE;;1645;15200;;MAURIAC;F;FR;EUR;;SA;;;;;;157;***;O;N;N
51530001;ITM 15 MURAT;MURALIE ITM 15 MURAT;LACROIX JOLIE;;11254;15300;;MURAT;F;FR;EUR;;SA;;;;;;157;***;O;N;N
51540001;ITM 15 RIOM DES MONTAGNES;GEMOLI ITM;RUE DES FRERES RODDE;;3386;15400;;RIOM DES MONTAGNES;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51550001;ITM 15 MASSIAC;VALAGNON ITM;PRE CHAMBON;;50375;15500;;MASSIAC;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51560001;ITM 15 ST ETIENNE DE MAURS;ANTERINEL ITM 13 ST ETIENNE DE;LE PONT ROUGE;;11205;15600;;ST ETIENNE DE MAURS;F;FR;EUR;;SA;;;;;;157;***;O;O;O
51580001;ITM 15 VIC SUR CERE;RUSVIC ITM 15 VIC / CERE;AV. DES TILLEULS;;3385;15800;;VIC SUR CERE;F;FR;EUR;;SA;;;;;;157;***;O;N;N
51600001;ITM 16 ANGOULEME;JODISSA ITM 16 ANGOULEME;143, 145 RUE ST ROCH;;9161;16000;;ANGOULEME;F;FR;EUR;;SA;;;;;;22;***;O;N;N
51600002;ITM 16 ANGOULEME;SAJON ITM 16 ANGOULEME;186 RUE DE SAINTES;;9237;16000;;ANGOULEME;F;FR;EUR;;SA;;;;;;22;***;O;N;N
51600003;ITM 16 ANGOULEME;MACPA ITM 16 ANGOULEME;ZUP MA CAMPAGNE;;1565;16000;;ANGOULEME;F;FR;EUR;;SA;;;;;;22;***;O;N;N
51610001;ITM 14 COGNAC;GASEL ITM 14 COGNAC;60-72 RUE DE L'ECHASSIER;BP 156;1325;16100;;COGNAC;F;FR;EUR;;SA;MR DOVEAU;;;05.45.35.44.88;05.45.35.00.93;22;***;O;O;O
51610002;ITM 16 COGNAC;GASTIEN ITM 16 GOGNAC;20 AVENUE DE SAINTES;;1308;16100;;COGNAC;F;FR;EUR;;SA;;;;;;22;***;O;N;N
51611001;NETTO 16 LA ROCHEFOUCAULD;TRAMINE NETTO;CHEZ VIACRD;;4673;16110;;LA ROCHEFOUCAULD;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51612001;ITM 16 CHATEAUNEUF/CARENTE;NILUX ITM 16 CHATEAUNEUF;3 BLVD GAMBETTA;PLACE DE LA GARE;2863;16120;;CHATEAUNEUF/CHARENTE;F;FR;EUR;;SA;;;;;;22;***;O;N;N
51613001;ITM 16 SEGONZAC;CADOL ITM 16 SEGONZAC;25 RUE RAVAZ;;9163;16130;;SEGONZAC;F;FR;EUR;3,92625E+13;SA;MME GANNE;MME GANNE;;05 45 83 36 91;;22;***;O;O;O
51617001;NETTO 16 ROUILLAC;ESEC NETTO;LA GRANDE RENTE;;9146;16170;;ROUILLAC;F;FR;EUR;;SA;;;;;;***;***;O;N;N
51621001;ITM 16 CHALAIS;SORIC ITM 16 CHALAIS;RUE DE LA TUDE;;9116;16210;;CHALAIS;F;FR;EUR;;SA;;;;;;22;***;O;O;O
51622001;ITM 16 MONTBRON;SANFRE ITM 16 MONTBRON;PLACE DE L'HOTEL DE VILLE;;9118;16220;;MONTBRON;F;FR;EUR;302365192;SA;;;;05 45 70 74 42;;22;***;O;O;O
51626001;ITM 16 CHASSENEUIL/BONNIEUR;BELEOKING ITM 16 CHASSENEUIL;RUE DE LA GARE;;2004;16260;;CHASSENEUIL/BONNIEUR;F;FR;EUR;;SA;;;;;;22;***;O;N;N
51627001;ITM 16 ROUMAZIERES LOUBERT;GUIFRE ITM 16 ROUMAZIERES;ROUTE NATIONALE 141;;9121;16270;;ROUMAZIERES;F;FR;EUR;;SA;;;;;;22;***;O;N;N
51630001;ITM 16 BARBEZIEUX;BARBEZIEUX ITM 16 BARBEZIEUX;AVENUE DE L EUROPE;;7003;16300;;BARBEZIEUX;F;FR;EUR;;SA;;;;;;22;***;O;N;N
